isosmiles,Formula,SMILES,Ref
O=S(=O)(O)C(F)(F)C(F)(F)OCC(F)(F)F,C4H3F7O4S,OS(=O)(=O)C(F)(F)C(F)(F)OCC(F)(F)F,EPA_Dashboard
CC(C)C(=O)c1ccc(OC(F)(F)C(F)(F)F)cc1,C12H11F5O2,CC(C)C(=O)C1=CC=C(OC(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H19F17,CCCCCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)c1ccc(S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F)cc1,C11H5F9O4S,OC(=O)C1=CC=C(C=C1)S(=O)(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C1OCC(COCC(F)(F)C(F)(F)C(F)(F)F)O1,C8H7F7O4,FC(F)(F)C(F)(F)C(F)(F)COCC1COC(=O)O1,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)OC(F)(F)C(F)(Cl)O1,C5ClF9O2,FC(F)(F)C1(OC(F)(F)C(F)(Cl)O1)C(F)(F)F,EPA_Dashboard
FC(F)(SCl)C(F)(F)SCl,C2Cl2F4S2,FC(F)(SCl)C(F)(F)SCl,EPA_Dashboard
COC(=O)c1ccc(OCC(F)(F)C(F)F)cc1O,C11H10F4O4,COC(=O)C1=C(O)C=C(OCC(F)(F)C(F)F)C=C1,EPA_Dashboard
FC(F)(F)C(F)(F)P(Cl)Cl,C2Cl2F5P,FC(F)(F)C(F)(F)P(Cl)Cl,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)COCCCl,C6H6ClF7O,FC(F)(F)C(F)(F)C(F)(F)COCCCl,EPA_Dashboard
COc1ccc(C(F)=C(F)C(F)(F)F)cc1,C10H7F5O,COC1=CC=C(C=C1)C(F)=C(F)C(F)(F)F,EPA_Dashboard
C=COC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O,FC(F)(F)C(F)(F)C(F)(F)OC=C,EPA_Dashboard
OC(C=C(C(F)(F)F)C(F)(F)F)c1cccs1,C9H6F6OS,OC(C=C(C(F)(F)F)C(F)(F)F)C1=CC=CS1,EPA_Dashboard
CCOC(=O)Cc1cnc(NC(N=C(O)CC)(C(F)(F)F)C(F)(F)F)s1,C13H15F6N3O3S,CCOC(=O)CC1=CN=C(NC(N=C(O)CC)(C(F)(F)F)C(F)(F)F)S1,EPA_Dashboard
C=COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H3F15O2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)OC=C,EPA_Dashboard
O=c1[nH]c(=O)n(C2CC(O)C(CO)O2)cc1C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H11F9N2O5,OC[C@H]1O[C@H](C[C@@H]1O)N1C=C(C(=O)NC1=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C11H2F20,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C11H11F11O3,CCCCCOC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=c1[nH]cc(CC(F)C(F)(F)F)c(=O)[nH]1,C7H6F4N2O2,FC(CC1=CNC(=O)NC1=O)C(F)(F)F,EPA_Dashboard
O=C(O)C=C(C(F)(F)F)C(F)(F)F,C5H2F6O2,OC(=O)C=C(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)OCCO1,C5H4F6O2,FC(F)(F)C1(OCCO1)C(F)(F)F,EPA_Dashboard
O=C(c1ccc([N+](=O)[O-])cc1)C(F)(F)C(F)(F)C(F)(F)F,C10H4F7NO3,[O-][N+](=O)C1=CC=C(C=C1)C(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1S(=O)(=O)CC(C)C,C15H15F7O4S,CC(C)CS(=O)(=O)C1=C(C)C(=CC=C1C(F)(C(F)(F)F)C(F)(F)F)C(O)=O,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18F38,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=CCOc1ccccc1C(=O)NC(O)(C(F)(F)F)C(F)(F)F,C13H11F6NO3,OC(NC(=O)C1=CC=CC=C1OCC=C)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F9O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CC=O,EPA_Dashboard
O=C(N(Cl)Cl)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C5Cl2F9NO,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)N(Cl)Cl,EPA_Dashboard
CCc1c(C(=O)O)ccc(C(F)(C(F)(F)F)C(F)(F)F)c1SC,C13H11F7O2S,CCC1=C(SC)C(=CC=C1C(O)=O)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC(=O)CC(F)(F)C(F)(F)F,C5H5F5O,CC(=O)CC(F)(F)C(F)(F)F,EPA_Dashboard
O=C(C(F)F)C(F)(C(F)(F)F)C(F)(F)F,C5HF9O,FC(F)C(=O)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=S(=O)(O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C8HF17O3S,OS(=O)(=O)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCOC(O)C(CC(=O)O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C12H16F7NO5,CCCCOC(O)[C@H](CC(O)=O)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1,C10H3F17O,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1CO1,EPA_Dashboard
Oc1ccc(SCC(F)(F)C(F)F)cc1,C9H8F4OS,OC1=CC=C(SCC(F)(F)C(F)F)C=C1,EPA_Dashboard
CC(Cc1ccccc1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C13H12F7NO,CC(CC1=CC=CC=C1)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(C=C(C(F)(F)F)C(F)(F)F)c1cccc2ccccc12,C15H8F6O,FC(F)(F)C(=CC(=O)C1=CC=CC2=CC=CC=C12)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,C7Cl3F13,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(Cl)(Cl)Cl,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1C=O,C12H9F7O,CC1=CC(=CC(C)=C1C=O)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
C=CC(C)C(F)(C(=O)OCC=CC)C(F)(F)F,C11H14F4O2,CC=CCOC(=O)C(F)(C(C)C=C)C(F)(F)F,EPA_Dashboard
FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,C26HF53O8,FC(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=C(Nc1cccc(F)c1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C15H5F18NO,FC1=CC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=CC=C1,EPA_Dashboard
C=CC(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C6H3F9,FC(F)(F)C(F)(F)C(F)(C=C)C(F)(F)F,EPA_Dashboard
O=C1CCCCC1C(=O)C(F)(F)C(F)(F)F,C9H9F5O2,FC(F)(F)C(F)(F)C(=O)C1CCCCC1=O,EPA_Dashboard
CN(C)CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H15F15N2O,CN(C)CCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
[N-]=[N+]=NC(F)(F)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C6HF10N3O3,OC(=O)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)N=[N+]=[N-],EPA_Dashboard
O=C(C=C(C(F)(F)F)C(F)(F)F)c1ccc(Cl)c([N+](=O)[O-])c1,C11H4ClF6NO3,[O-][N+](=O)C1=C(Cl)C=CC(=C1)C(=O)C=C(C(F)(F)F)C(F)(F)F,EPA_Dashboard
C=C(C)C(=O)OCC(C)CC(O)(C(F)(F)F)C(F)(F)F,C11H14F6O3,CC(COC(=O)C(C)=C)CC(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)c1csc(-c2sccc2C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1,C24H4F34S2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CSC(=C1)C1=C(C=CS1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(C)(Cc1ccccc1)C(F)(F)C(F)C(F)(F)F,C13H14F6,CC(C)(CC1=CC=CC=C1)C(F)(F)C(F)C(F)(F)F,EPA_Dashboard
C=CCOC(F)(F)C(F)(F)F,C5H5F5O,FC(F)(F)C(F)(F)OCC=C,EPA_Dashboard
N#CC(C(F)(F)F)C(F)(F)F,C4HF6N,FC(F)(F)C(C#N)C(F)(F)F,EPA_Dashboard
CC(C)C(NCCSCCC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)O,C13H18F7NO3S,CC(C)[C@H](NCCSCCC(=O)C(F)(F)C(F)(F)C(F)(F)F)C(O)=O,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,C7F16,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC1(F)C(F)(F)C2(F)C(F)(F)C(F)(F)C(F)(C1(F)F)C2(F)F,C8F14,FC1(F)C(F)(F)C2(F)C(F)(F)C1(F)C(F)(F)C(F)(F)C2(F)F,EPA_Dashboard
O=C(C(=O)C(F)(F)C(F)(F)C(F)(F)F)c1ccccc1,C11H5F7O2,FC(F)(F)C(F)(F)C(F)(F)C(=O)C(=O)C1=CC=CC=C1,EPA_Dashboard
FC1(F)C(C2(F)C(F)(F)C(F)(F)C2(F)F)=C(C2(F)C(F)(F)C(F)(F)C2(F)F)C1(F)F,C12F18,FC1(F)C(=C(C1(F)F)C1(F)C(F)(F)C(F)(F)C1(F)F)C1(F)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
Fc1c(F)c(F)c(C(F)(F)C(F)(F)F)c(C(F)(F)C(F)(F)F)c1F,C10F14,FC1=C(F)C(=C(C(F)=C1F)C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,C4HClF8,FC(F)(F)C(C(F)(F)F)C(F)(F)Cl,EPA_Dashboard
CCOC(=O)Cc1cc(C(F)(F)C(F)(F)C(F)(F)F)nn1C,C11H11F7N2O2,CCOC(=O)CC1=CC(=NN1C)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(O)CC(O)(C(F)(F)F)C(F)(F)F,C6H8F6O2,CC(O)CC(O)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H2F22,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC1CCc2c(sc(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)c2C(N)=O)C1,C17H14F12N2O2S,CC1CCC2=C(C1)SC(NC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)F)=C2C(N)=O,EPA_Dashboard
FC(C(F)(F)F)C(F)(F)Oc1ccccc1,C9H6F6O,FC(C(F)(F)F)C(F)(F)OC1=CC=CC=C1,EPA_Dashboard
O=C(O)C1CCC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)CC1,C11H11F9O2,OC(=O)C1=CC=C(C=C1)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
C=C(C)C(=O)OC(C(F)(F)F)C(F)(F)F,C7H6F6O2,CC(=C)C(=O)OC(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC1=C(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,C6F10,FC1=C(C(F)(F)C(F)(F)F)C(F)(F)C1(F)F,EPA_Dashboard
Oc1ccc(OCC(F)(F)C(F)(F)C(F)(F)F)cc1,C10H7F7O2,OC1=CC=C(OCC(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
O=C(O)c1ccc(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)cc1,C16H5F17O3,OC(=O)C1=CC=C(OC(=C(C(F)(C(F)(F)F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F)C(F)(F)F)C=C1,EPA_Dashboard
CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)F,C8H9F7O,CCC(=O)C(C)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
COC(=O)C(C#N)=NNc1ccc2c(c1)OC(F)(F)C(F)(F)O2,C12H7F4N3O4,COC(=O)C(=NNC1=CC2=C(OC(F)(F)C(F)(F)O2)C=C1)C#N,EPA_Dashboard
OC(NN(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,C5H2F12N2O,OC(NN(C(F)(F)F)C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C18H22F15NO,CCCCCCCCCCNC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
N#Cc1ccc(OCC(F)(F)C(F)F)cc1C#N,C11H6F4N2O,FC(F)C(F)(F)COC1=CC(C#N)=C(C=C1)C#N,EPA_Dashboard
CCCCCCC=CC(=O)C(F)(F)C(F)(F)F,C11H15F5O,CCCCCCC=CC(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(NC(=O)c2ccc(F)cc2F)c1,C25H17F9N2O2,CC1=CC(=CC(C)=C1NC(=O)C1=CC=CC(NC(=O)C2=CC=C(F)C=C2F)=C1)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H5F13O,CC(C=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
COc1ccc(CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F)cc1O,C17H11F14NO4,COC1=C(O)C=C(CCN(C(=O)C(F)(F)C(F)(F)C(F)(F)F)C(=O)C(F)(F)C(F)(F)C(F)(F)F)C=C1,EPA_Dashboard
O=C(C=CC1CCCCC1)C(F)(F)C(F)(F)F,C11H13F5O,FC(F)(F)C(F)(F)C(=O)C=CC1CCCCC1,EPA_Dashboard
FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,C4Cl2F6,FC1(F)C(F)(F)C(F)(Cl)C1(F)Cl,EPA_Dashboard
CCCC#CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C9H7F9O2S,CCCC#CS(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)c1ccc(O)cc1,C15H7F15O3,OC1=CC=C(C=C1)C(=O)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCc1ccc(C(F)(F)C(F)(F)F)cc1,C11H11F5,CCCC1=CC=C(C=C1)C(F)(F)C(F)(F)F,EPA_Dashboard
C=CCOCC(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)F,C12H7F17O3,"FC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)C(F)(F)OC(F)(F)C(F)(F)COCC=C |lp:0:3,2:3,3:3,5:3,6:3,8:3,9:3,10:2,12:3,13:3,15:3,16:3,18:3,19:3,20:2,22:3,23:3,25:3,26:3,28:2,Sg:n:19,18,16,15,13,12,17,14,11,10::ht|",EPA_Dashboard
O=C(OC1(C(=O)C(F)(F)F)C(O)C(O)C(O)C(OC(=O)C(F)(F)F)(C(=O)C(F)(F)F)C1(OC(=O)C(F)(F)F)C(=O)C(F)(F)F)C(F)(F)F,C18H6F18O12,OC1C(O)C(OC(=O)C(F)(F)F)(C(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)(C(=O)C(F)(F)F)C(OC(=O)C(F)(F)F)(C1O)C(=O)C(F)(F)F,EPA_Dashboard
FC1(F)C2Cc3ccccc3C2C1(F)F,C11H8F4,FC1(F)C2CC3=CC=CC=C3C2C1(F)F,EPA_Dashboard
FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1Cc1ccccc1,C13H11F7N2,FC(F)(F)C(F)(F)C(F)(F)C1=NCCN1CC1=CC=CC=C1,EPA_Dashboard
NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H6F11N,NCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C1(C(F)(F)F)C=C(c2ccccc2)SC(c2ccccc2)=N1,C18H11F6NS,FC(F)(F)C1(C=C(SC(=N1)C1=CC=CC=C1)C1=CC=CC=C1)C(F)(F)F,EPA_Dashboard
N=C(N)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,C6H3F11N2O,NC(=N)C(F)(OC(F)(F)C(F)(F)C(F)(F)F)C(F)(F)F,EPA_Dashboard
COC(=O)C(F)(F)C(F)(F)OC,C5H6F4O3,COC(=O)C(F)(F)C(F)(F)OC,EPA_Dashboard
CCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C16H17F15O2,CCCCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C5HF11,FC(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,C8H10F7NO,CC(C)(C)NC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
N#CC1=C(N)C(F)(F)C(F)(F)C(F)(F)C1=N,C7H3F6N3,NC1=C(C#N)C(=N)C(F)(F)C(F)(F)C1(F)F,EPA_Dashboard
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,C8HF15O2,OC(=O)C(C(F)(F)F)(C(F)(F)F)C(C(F)(F)F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
CC(CCCC(F)(C(F)(F)F)C(F)(F)F)C1CC(=O)C2=C3CCC4CC(O)CCC4(C)C3CCC21C,C27H37F7O2,[H][C@@]1(CC(=O)C2=C3CC[C@@]4([H])C[C@@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCCC(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
O=CC(F)F,C2H2F2O,"[H]C(=O)C([H])(F)F |lp:2:2,5:3,6:3,Sg:n:5,6,3::ht|",EPA_Dashboard
CC(C)CCCC(C)C1CCC2C3CC=C4CC(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)CCC4(C)C3CCC12C,C31H45F7O2,[H][C@@](C)(CCCC(C)C)C1([H])CCC2([H])C3([H])CC=C4C[C@]([H])(CC[C@]4(C)C3([H])CC[C@]12C)OC(=O)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)(F)F,CF4,"FC(F)(F)F |lp:0:3,2:3,3:3,4:3,Sg:n:0,2,1::ht|",EPA_Dashboard
CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C10H7F13OS,CC(=O)SCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
FC(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C6H3F11O,FC(F)OCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
Cc1cc(C(F)(C(F)(F)F)C(F)(F)F)cc(C)c1NC(=O)c1cccc(N(C)C(=O)c2cccnc2Cl)c1F,C25H18ClF8N3O2,CN(C(=O)C1=C(Cl)N=CC=C1)C1=CC=CC(C(=O)NC2=C(C)C=C(C=C2C)C(F)(C(F)(F)F)C(F)(F)F)=C1F,EPA_Dashboard
FC1(F)c2c3c(c4c(c2C1(F)F)C(F)(F)C4(F)F)C(F)(F)C3(F)F,C12F12,FC1(F)C2=C(C3=C(C4=C2C(F)(F)C4(F)F)C(F)(F)C3(F)F)C1(F)F,EPA_Dashboard
O=C(OC(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F,C5F10O2,FC(F)(F)C(F)(F)OC(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
N#CC(F)(F)C(F)F,C3HF4N,FC(F)C(F)(F)C#N,EPA_Dashboard
Fc1c(F)c(F)c(C(F)(C(F)(F)F)C(F)(F)F)c(F)c1F,C9F12,FC1=C(F)C(F)=C(C(F)=C1F)C(F)(C(F)(F)F)C(F)(F)F,EPA_Dashboard
FC(F)(F)C(c1ccccc1)(c1ccccc1)C(F)(F)F,C15H10F6,FC(F)(F)C(C1=CC=CC=C1)(C1=CC=CC=C1)C(F)(F)F,EPA_Dashboard
C=CC(=O)Oc1ccc(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc1,C17H7F17O2,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C1=CC=C(OC(=O)C=C)C=C1,EPA_Dashboard
C=COC(F)(F)C(F)F,C4H4F4O,FC(F)C(F)(F)OC=C,EPA_Dashboard
O=C(C(F)F)C(F)(F)C(F)(F)F,C4HF7O,FC(F)C(=O)C(F)(F)C(F)(F)F,EPA_Dashboard
C=C(C)C(=O)OCC(C)OC(O)=Nc1cc(N=C(O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)ccc1C,C28H30F15N3O8S,CC(COC(=O)C(C)=C)O\C(O)=N\C1=C(C)C=CC(=C1)\N=C(/O)OCCCCN(C)S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,C8HF15O2,OC(=O)C(C(F)(F)F)(C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCCCCCCCC=CC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C14H19F9,CCCCCCCC\C=C\C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
CCN(CC)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C12H14F13NO,CCN(CC)CC(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
COc1ccc(OC)c(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)c1,C12H9F7O4,COC1=CC(OC(=O)C(F)(F)C(F)(F)C(F)(F)F)=C(OC)C=C1,EPA_Dashboard
CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C13H13F13O2,CCCCCCOC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,EPA_Dashboard
O=C(O)C(F)(F)OC(F)(F)C(F)F,C4H2F6O3,OC(=O)C(F)(F)OC(F)(F)C(F)F,EPA_Dashboard
FC(F)C(F)(F)Oc1cccc(OC(F)(F)C(F)F)c1,C10H6F8O2,FC(F)C(F)(F)OC1=CC(OC(F)(F)C(F)F)=CC=C1,EPA_Dashboard
N#CSCCC(F)(F)C(F)(F)C(F)(F)C(F)(F)F,C7H4F9NS,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)CCSC#N,EPA_Dashboard
